8,1.071727
38,3.479779
1038,6.024771
2038,8.472541
3038,10.934175
4038,13.43423
5038,15.955398
6038,18.387383
7038,20.909093
8038,23.68911
9038,26.313093
10038,28.973141
11038,31.826525
12038,34.748073
