9,0.057658
153,0.12933
1153,0.310781
2153,0.497763
3153,0.67454
4153,0.856148
5153,1.073157
6153,1.294783
7153,1.530877
8153,1.752974
9153,1.964535
10153,2.182138
11153,2.400219
12153,2.616404
13153,2.825525
14153,3.052228
15153,3.27824
16153,3.493134
17153,3.7052
18153,3.937328
19153,4.168411
