9,0.04384
153,0.090357
1153,0.222002
2153,0.359017
3153,0.490632
4153,0.630177
5153,0.746612
6153,0.861857
7153,0.977455
8153,1.099155
9153,1.235305
10153,1.37454
11153,1.528968
12153,1.663439
13153,1.808367
14153,1.94934
15153,2.086675
16153,2.222792
17153,2.370684
18153,2.504608
19153,2.641397
