5,1.092308
35,3.54951
1035,6.036617
2035,8.538082
3035,11.011062
4035,13.475272
5035,15.958798
6035,18.512146
7035,20.942364
8035,23.414377
9035,25.847427
10035,28.282527
11035,30.801492
12035,33.237724
