6,1.083454
36,2.306766
1036,3.518813
2036,4.736816
3036,6.015444
4036,7.255465
5036,8.556697
6036,9.808185
7036,11.053567
8036,12.341459
9036,13.646247
10036,14.880488
11036,16.107221
12036,17.361433
